KO01	KO02	KO03	WT01	WT02	WT03
CCDC28A!ENSG00000024862.16	774	661	432	654	709	697
RRAGD!ENSG00000025039.14	548	429	331	603	709	563
HSF2!ENSG00000025156.12	1646	1349	1030	1570	1557	1596
PHF20!ENSG00000025293.15	3571	2884	2008	2853	3389	3447
HSD17B6!ENSG00000025423.11	147	131	78	124	164	169
NR1H3!ENSG00000025434.18	254	248	173	236	265	359
TYMP!ENSG00000025708.13	157	145	123	176	198	285
NCAPH2!ENSG00000025770.18	4952	4389	3286	3552	3672	4447
TOMM34!ENSG00000025772.7	4581	4023	3698	3268	3470	4331
SEC63!ENSG00000025796.13	3581	2808	2105	2828	3055	2864
KPNA6!ENSG00000025800.13	8600	7293	5990	6056	6538	6650
VIM!ENSG00000026025.13	61	73	59	112	166	144
RTEL1-TNFRSF6B!ENSG00000026036.21	48	48	26	47	55	43
FAS!ENSG00000026103.19	998	883	680	617	744	663
RNASET2!ENSG00000026297.15	305	276	234	243	283	323
CD44!ENSG00000026508.16	6847	5985	4975	5144	5952	5862
KCNG1!ENSG00000026559.13	0	0	0	0	0	1
AGPAT4!ENSG00000026652.13	5	4	6	10	9	2
SLAMF7!ENSG00000026751.16	5276	4785	3571	4416	5303	4870
BTN3A1!ENSG00000026950.16	666	571	463	626	681	712
MIPEP!ENSG00000027001.9	1027	751	534	830	897	938
PRKCH!ENSG00000027075.13	17	15	9	24	35	35
INSRR!ENSG00000027644.4	0	2	1	3	1	3
IFNGR1!ENSG00000027697.12	680	610	419	669	761	775
B4GALT7!ENSG00000027847.13	1030	922	818	798	890	1147
SH2D2A!ENSG00000027869.11	66	73	76	43	57	64
VRK2!ENSG00000028116.16	1362	940	644	961	1115	1003
TNFRSF1B!ENSG00000028137.16	4316	3656	3391	2410	2623	3158
VEZT!ENSG00000028203.17	8117	6983	5414	6313	6889	6957
POU2F2!ENSG00000028277.20	29034	29285	28974	28163	31810	41399
BRD9!ENSG00000028310.17	1291	1132	808	1114	1123	1271
SNX1!ENSG00000028528.14	7734	6492	4931	6361	6950	7492
TBPL1!ENSG00000028839.9	1392	1061	653	1028	1184	1177
ARNTL2!ENSG00000029153.14	1360	1085	686	927	1099	886
BCLAF1!ENSG00000029363.15	10608	8541	6024	7756	8241	8322
SLC39A9!ENSG00000029364.11	8149	7242	5283	6146	7235	6651
ANK1!ENSG00000029534.19	15	15	12	5	7	4
IBSP!ENSG00000029559.6	0	0	0	0	0	0
TFB1M!ENSG00000029639.10	514	491	284	504	537	574
RABEP1!ENSG00000029725.16	7623	6293	4588	5807	6388	6540
HMGB3!ENSG00000029993.14	1831	1472	1086	1612	1729	1885
NUP160!ENSG00000030066.13	10438	8578	5806	8809	10074	8526
BAK1!ENSG00000030110.12	1087	962	726	813	978	1119
MUSK!ENSG00000030304.13	0	0	0	0	0	1
IKZF2!ENSG00000030419.16	583	420	325	612	733	509
GRN!ENSG00000030582.16	25137	23153	22132	17190	20956	24146
FAM13B!ENSG00000031003.10	3972	3311	2616	2792	2867	2894
ARHGAP31!ENSG00000031081.10	698	606	521	593	759	717
CENPQ!ENSG00000031691.6	892	684	467	679	749	723
SARS!ENSG00000031698.12	8191	7139	5750	6740	7478	8777
RANBP3!ENSG00000031823.14	14354	13435	11617	8628	9694	12045
ARID4A!ENSG00000032219.18	3866	3004	2309	3157	3523	3503
TSSC1!ENSG00000032389.12	2201	1874	1424	1574	1811	1990
PNPLA6!ENSG00000032444.15	5858	5180	4250	4389	4860	5783
IFT88!ENSG00000032742.17	654	551	331	646	656	601
ALG1!ENSG00000033011.11	1398	1161	975	1036	1119	1305
ZCCHC8!ENSG00000033030.13	2109	1957	1347	1964	2051	2053
ABCF2!ENSG00000033050.7	8078	6996	5453	6966	7775	8742
CHPF2!ENSG00000033100.14	3684	3217	2684	2510	2935	3125
LRRC7!ENSG00000033122.18	45	47	23	43	45	32
FUT8!ENSG00000033170.16	4105	3572	2606	3213	3703	3549
UBA6!ENSG00000033178.12	5196	3760	2261	4997	5380	4402
GAB2!ENSG00000033327.12	864	808	716	576	626	605
ATP6V0A1!ENSG00000033627.14	9845	8754	7853	6426	7360	8645
PIAS1!ENSG00000033800.13	6398	5727	5063	4546	5261	5340
SLC4A7!ENSG00000033867.16	3046	2234	1210	2833	3164	2471
APBA2!ENSG00000034053.14	1	1	0	0	0	0
MAP2K3!ENSG00000034152.18	4392	4000	3536	3182	3753	4320
EFCAB1!ENSG00000034239.10	0	0	0	0	0	1
TMSB10!ENSG00000034510.5	8534	7814	8225	6103	7328	9536
ASTE1!ENSG00000034533.11	559	448	361	441	470	470
RNF19A!ENSG00000034677.11	2398	1908	1095	1327	1420	1233
PEX3!ENSG00000034693.14	1159	849	558	1032	1214	1176
GABARAPL2!ENSG00000034713.7	4096	3148	1713	3629	4043	3756
MYOC!ENSG00000034971.14	39	32	32	57	52	79
SH3YL1!ENSG00000035115.21	402	320	203	291	340	289
FAM136A!ENSG00000035141.7	4234	3537	2318	3311	3514	3814
VCL!ENSG00000035403.16	608	533	434	1099	1270	1265
DEPDC1B!ENSG00000035499.12	2336	1810	1269	1729	1922	1949
DAPK2!ENSG00000035664.11	248	192	157	142	151	148
NSMAF!ENSG00000035681.7	3687	3005	2012	3172	3474	3489
ADSS!ENSG00000035687.9	3711	2746	1998	3113	3197	3064
STAP1!ENSG00000035720.7	3274	2710	1764	2431	2921	2793
TIMP2!ENSG00000035862.12	903	854	738	629	740	643
RFC1!ENSG00000035928.14	13037	10850	8225	8965	10128	9848
TBC1D23!ENSG00000036054.12	2717	2105	1179	2064	2219	2030
CUL3!ENSG00000036257.12	8990	7121	4998	7810	8538	8639
MYOM2!ENSG00000036448.9	41	28	19	13	14	24
OTC!ENSG00000036473.6	0	1	0	0	0	1
CYP46A1!ENSG00000036530.8	9	18	7	8	13	13
ZZZ3!ENSG00000036549.12	5393	4489	3243	4084	4538	4022
SLC18A1!ENSG00000036565.14	1	0	0	0	0	0
USP2!ENSG00000036672.15	1952	1810	1590	1327	1668	1596
CASR!ENSG00000036828.13	69	67	41	26	31	33
TUBG2!ENSG00000037042.8	320	270	209	278	331	351
RPL26L1!ENSG00000037241.7	497	412	276	358	414	493
FLT4!ENSG00000037280.15	0	0	1	0	0	2
NSUN2!ENSG00000037474.14	9975	7892	5400	7927	8389	9234
FBXO42!ENSG00000037637.10	2387	2040	1600	2027	2327	2248
MFAP3!ENSG00000037749.11	1503	1302	756	1235	1376	1235
MRI1!ENSG00000037757.13	1130	1128	885	959	1002	1080
METTL1!ENSG00000037897.16	1146	1072	887	840	944	1159
HOXC8!ENSG00000037965.5	0	0	2	0	0	3
AGA!ENSG00000038002.8	722	554	348	603	673	576
PI4K2B!ENSG00000038210.12	1710	1203	381	1346	1515	1074
BOD1L1!ENSG00000038219.12	9653	8296	6744	6941	7511	7075
MAT2B!ENSG00000038274.16	2533	1876	1251	4386	4778	4663
TLL1!ENSG00000038295.7	1355	942	690	1212	1286	1351
EDC4!ENSG00000038358.14	7470	6481	5097	5654	5960	6760
TRIO!ENSG00000038382.17	1327	1171	994	916	1148	986
VCAN!ENSG00000038427.15	5	5	5	4	6	1
CLEC16A!ENSG00000038532.14	5076	4611	3885	3917	4403	4774
MSR1!ENSG00000038945.14	23	22	15	15	32	23
CDH1!ENSG00000039068.18	3	4	1	0	1	0
SKIV2L2!ENSG00000039123.15	10958	8186	4904	8060	8956	8623
DNAH5!ENSG00000039139.9	9	6	5	5	7	6
ZFYVE16!ENSG00000039319.16	1589	1128	623	1304	1450	1142
FAM65A!ENSG00000039523.17	261	242	209	285	391	319
C6!ENSG00000039537.13	0	0	0	0	0	0
RAI14!ENSG00000039560.13	8	5	2	0	0	1
SOX30!ENSG00000039600.10	75	54	38	35	39	24
PNKP!ENSG00000039650.9	2775	2594	2057	1979	2136	2586
BEST2!ENSG00000039987.6	14	3	9	5	5	9
PHLPP2!ENSG00000040199.18	2307	1838	1203	2168	2335	2176
SPDL1!ENSG00000040275.16	3540	2841	1965	3088	3144	3032
STAU2!ENSG00000040341.17	1466	1220	911	1758	1882	1777
PQLC2!ENSG00000040487.12	572	596	452	489	572	580
CTNS!ENSG00000040531.14	1568	1345	1186	1326	1488	1689
RTN4R!ENSG00000040608.13	58	43	31	40	66	93
PHF23!ENSG00000040633.12	3493	3209	2758	2509	2897	3588
CDH10!ENSG00000040731.10	0	0	1	0	0	0
INPP4A!ENSG00000040933.15	1797	1509	1021	1462	1582	1422
RAB27B!ENSG00000041353.9	0	2	1	2	0	0
PSMA4!ENSG00000041357.15	16114	12605	8451	11633	12194	13159
MYO16!ENSG00000041515.15	24	7	8	10	8	8
LSG1!ENSG00000041802.10	9375	7891	5579	6632	7398	7982
PARP3!ENSG00000041880.14	359	353	329	422	443	471
TNC!ENSG00000041982.15	3	5	3	4	3	4
THAP3!ENSG00000041988.15	472	430	322	364	423	496
FAM65C!ENSG00000042062.11	18	18	17	15	27	16
TDP1!ENSG00000042088.13	4249	3608	2664	3366	3714	4005
AIFM2!ENSG00000042286.14	1608	1319	1002	1245	1294	1604
C2orf83!ENSG00000042304.10	0	0	2	0	0	0
SPATA7!ENSG00000042317.16	42	39	29	39	48	51
MED17!ENSG00000042429.10	2013	1702	1182	1517	1515	1704
RETSAT!ENSG00000042445.13	1044	918	757	887	1013	1014
CAPG!ENSG00000042493.15	101	100	60	116	140	127
AP2S1!ENSG00000042753.11	4050	3561	2619	3046	3575	4295
USH2A!ENSG00000042781.12	2	2	2	0	5	2
ZPBP!ENSG00000042813.7	7	18	18	11	6	15
TG!ENSG00000042832.11	960	830	614	655	730	771
ADAM28!ENSG00000042980.12	561	457	341	473	525	382
BARX2!ENSG00000043039.6	1	0	0	0	0	0
DCUN1D1!ENSG00000043093.13	3732	2770	1550	2842	2952	2449
JADE2!ENSG00000043143.20	14498	12372	10565	8938	9997	11235
ZIC2!ENSG00000043355.10	8	7	7	4	7	8
LCP2!ENSG00000043462.11	1	0	0	0	0	0
TRIT1!ENSG00000043514.15	1372	1117	777	1185	1343	1391
ADRB1!ENSG00000043591.5	0	0	0	0	0	0
GUCA2B!ENSG00000044012.3	0	0	0	0	0	0
CUL7!ENSG00000044090.8	1322	1212	1019	1050	1178	1360
CTNNA1!ENSG00000044115.20	3409	2799	2073	2730	3174	3102
PHKA2!ENSG00000044446.11	1785	1613	1232	1709	1906	2001
CNTLN!ENSG00000044459.14	1200	1004	716	760	879	813
EPHA3!ENSG00000044524.10	0	0	0	1	0	0
HSPA5!ENSG00000044574.7	38692	30684	23707	29270	32491	35071
DSG2!ENSG00000046604.12	5503	4253	2977	4172	4980	3932
GEMIN8!ENSG00000046647.13	789	700	468	645	703	702
OFD1!ENSG00000046651.14	2779	2381	1665	2153	2412	2268
GPM6B!ENSG00000046653.14	115	119	69	166	171	150
MAGEC2!ENSG00000046774.9	0	0	0	0	0	0
PREX2!ENSG00000046889.18	1	1	1	1	1	2
WDR37!ENSG00000047056.14	1766	1548	1104	1463	1668	1600
YTHDC2!ENSG00000047188.15	7555	6054	4001	6693	7167	6281
CTPS2!ENSG00000047230.14	4627	3911	2778	2932	3532	3127
ATP6V1H!ENSG00000047249.16	2788	2255	1463	2310	2516	2393
POLR2B!ENSG00000047315.14	17553	13447	9044	15299	16682	15612
FAM214A!ENSG00000047346.12	5629	4723	3421	4412	4664	4276
ARAP2!ENSG00000047365.11	1097	869	486	715	849	637
TPR!ENSG00000047410.13	21764	18051	14206	15944	17437	16729
CP!ENSG00000047457.13	10	4	1	4	7	4
KIAA0556!ENSG00000047578.12	1141	1008	851	908	1003	1049
DTNBP1!ENSG00000047579.19	2225	1964	1612	1566	1761	1955
XK!ENSG00000047597.5	137	129	83	183	203	146
ANO2!ENSG00000047617.14	0	0	0	0	0	0
C12orf4!ENSG00000047621.11	1132	859	673	857	950	947
SCML1!ENSG00000047634.14	2	2	1	0	0	1
WWC3!ENSG00000047644.17	4408	3824	3415	2666	3146	3035
ARHGAP6!ENSG00000047648.21	10	9	8	7	7	6
FAM184B!ENSG00000047662.4	11	10	14	13	9	14
MAP4!ENSG00000047849.21	15074	13360	11983	11813	13640	14004
GOPC!ENSG00000047932.13	2313	1793	971	2091	2228	1928
ROS1!ENSG00000047936.10	0	0	0	0	0	0
USP28!ENSG00000048028.11	3337	2704	2067	3209	3334	3444
HDAC9!ENSG00000048052.21	6964	6095	4425	4554	5149	4489
TSPAN17!ENSG00000048140.17	1003	867	726	1000	1150	1281
NOP16!ENSG00000048162.19	2269	2036	1653	1952	2021	2643
CC2D2A!ENSG00000048342.15	14	16	5	10	21	8
RRM2B!ENSG00000048392.11	7568	5271	2786	5161	5646	4807
ZNF800!ENSG00000048405.9	3421	2704	1942	2639	2925	2788
TNFRSF17!ENSG00000048462.10	8661	7162	4517	5998	6847	5991
SNX29!ENSG00000048471.13	6722	5864	5278	3925	4883	4519
LMO3!ENSG00000048540.14	12	19	12	17	24	22
MRPS10!ENSG00000048544.5	3442	2740	1927	2638	2849	2832
GUCA1A!ENSG00000048545.13	1640	1500	1084	1111	1468	1417
RSF1!ENSG00000048649.13	4979	4012	2951	3765	4048	3953
VPS13D!ENSG00000048707.13	4850	3859	3430	3277	3752	3325
CELF2!ENSG00000048740.17	47	42	37	21	30	16
FAM120A!ENSG00000048828.16	15714	13326	9829	10921	12290	13309
R3HDM1!ENSG00000048991.16	6625	6094	5163	4368	4832	5242
COL9A2!ENSG00000049089.13	372	321	279	315	347	379
KITLG!ENSG00000049130.13	0	0	1	0	0	0
ERCC8!ENSG00000049167.13	599	437	319	462	552	538
ADAMTS6!ENSG00000049192.14	188	132	88	150	218	153
H6PD!ENSG00000049239.12	653	656	518	720	764	680
VAMP3!ENSG00000049245.12	1163	904	498	1207	1305	1238
PER3!ENSG00000049246.14	76	54	48	61	64	45
UTS2!ENSG00000049247.13	0	0	0	0	0	0
TNFRSF9!ENSG00000049249.8	2	4	1	5	6	6
EPN3!ENSG00000049283.17	2	1	0	4	2	2
LTBP1!ENSG00000049323.15	9991	8363	6455	7917	8717	8921
RCN1!ENSG00000049449.8	315	312	225	317	365	335
ELN!ENSG00000049540.16	0	2	0	1	0	2
RFC2!ENSG00000049541.10	4659	4002	2936	3386	3773	4283
ARID1B!ENSG00000049618.21	7973	6948	6244	6145	6994	7152
CLPTM1L!ENSG00000049656.13	9853	7943	5797	7309	7713	8678
NEDD4L!ENSG00000049759.16	31891	29966	24756	20023	23253	24202
FOXP3!ENSG00000049768.14	144	145	175	64	83	106
PPP1R3F!ENSG00000049769.12	182	166	166	168	182	218
HEXB!ENSG00000049860.13	1586	1322	990	1454	1726	1711
PTCD2!ENSG00000049883.14	1753	1544	1016	1539	1634	1488
KIAA2022!ENSG00000050030.13	1	0	0	2	0	0
JKAMP!ENSG00000050130.17	1415	1012	788	1359	1465	1582
DKK3!ENSG00000050165.17	0	1	0	1	0	0
ARHGEF5!ENSG00000050327.14	186	127	120	224	231	291
NFE2L3!ENSG00000050344.8	968	867	609	602	625	608
MCUR1!ENSG00000050393.11	4203	3418	2616	3084	3528	3316
LIMA1!ENSG00000050405.13	4161	3328	2490	4317	4895	4632
LETMD1!ENSG00000050426.15	2696	2225	1608	2593	2796	2862
SLC4A8!ENSG00000050438.16	245	186	194	193	237	213
LAMC3!ENSG00000050555.17	2	6	10	5	1	2
PTGER3!ENSG00000050628.20	9	4	3	7	6	5
TNIP3!ENSG00000050730.15	15	17	10	13	21	16
MAPK9!ENSG00000050748.17	2412	1926	1385	2217	2397	2445
COL23A1!ENSG00000050767.15	4	6	2	3	1	0
BCAR1!ENSG00000050820.16	2521	2357	2208	2174	2400	3256
FAM160A2!ENSG00000051009.10	1691	1549	1286	1226	1374	1586
HERPUD1!ENSG00000051108.14	32109	29702	24438	15359	17007	17899
HOMER3!ENSG00000051128.18	25	19	13	9	18	24
RAD51!ENSG00000051180.16	2556	1838	1216	1693	1673	2019
POLQ!ENSG00000051341.13	4458	3342	2064	3682	3897	3495
PIK3CB!ENSG00000051382.8	3565	2719	1725	2696	3038	2860
CYBA!ENSG00000051523.10	9977	9242	8328	6775	7499	10506
THOC3!ENSG00000051596.9	429	409	319	297	362	424
HEBP2!ENSG00000051620.10	1221	938	724	1080	1179	1290
MPHOSPH9!ENSG00000051825.14	4769	3723	2506	3320	3652	3253
PLEKHA5!ENSG00000052126.14	7	4	6	10	13	4
PRSS8!ENSG00000052344.15	2	0	0	1	3	1
SIKE1!ENSG00000052723.11	3581	2722	1690	2961	3276	2863
RRP12!ENSG00000052749.13	4941	4152	3265	4054	4282	5196
FNIP2!ENSG00000052795.12	960	740	552	841	1029	802
MSMO1!ENSG00000052802.12	5857	5556	3748	6360	7627	6795
TTC17!ENSG00000052841.14	5713	4714	3368	4125	4566	4460
ALX4!ENSG00000052850.5	5	2	1	0	4	2
FSTL4!ENSG00000053108.16	0	0	0	0	1	0
FOXN3!ENSG00000053254.15	6767	5781	4655	3989	4582	4077
METTL24!ENSG00000053328.8	0	0	0	0	0	0
AKR7A2!ENSG00000053371.12	1963	1739	1428	1525	1854	2056
MRTO4!ENSG00000053372.4	5710	5061	3750	4484	4732	5827
NNAT!ENSG00000053438.8	411	436	396	229	252	331
USE1!ENSG00000053501.12	1070	882	864	669	748	986
MCF2L2!ENSG00000053524.11	158	139	100	150	163	152
NRIP2!ENSG00000053702.14	129	115	88	78	77	82
LAMA3!ENSG00000053747.15	36	22	13	12	9	6
AP5M1!ENSG00000053770.11	4972	3906	2272	4024	4388	4070
ANAPC4!ENSG00000053900.10	1393	1156	737	1160	1302	1232
KCNQ1!ENSG00000053918.15	1315	1229	1094	1101	1322	1545
TRAPPC3!ENSG00000054116.11	2687	2320	1647	2035	2144	2616
THRAP3!ENSG00000054118.13	21101	17926	14876	15178	16770	17657
PHPT1!ENSG00000054148.17	1913	1811	1417	1447	1618	2266
ENTPD2!ENSG00000054179.11	1	2	1	0	0	2
LY75!ENSG00000054219.10	503	422	254	438	504	416
ARID4B!ENSG00000054267.20	5056	4088	2981	3806	4119	3550
OPN3!ENSG00000054277.12	89	67	35	118	97	103
SDCCAG8!ENSG00000054282.15	856	669	464	662	742	748
PTPRN!ENSG00000054356.13	3	4	5	3	6	8
HHAT!ENSG00000054392.12	245	176	110	160	152	153
KIF1B!ENSG00000054523.17	1229	906	735	791	1052	879
FOXC1!ENSG00000054598.6	1057	985	805	920	1086	1226
TBC1D22A!ENSG00000054611.13	3238	2921	2417	2333	2693	3016
SYNE2!ENSG00000054654.15	13308	11146	10112	8794	10328	8303
PLEKHH1!ENSG00000054690.13	8	13	6	13	18	12
ATP9A!ENSG00000054793.13	107	97	69	53	78	32
SPO11!ENSG00000054796.12	0	0	0	0	0	1
CBLN4!ENSG00000054803.3	0	0	0	0	0	0
CHRDL2!ENSG00000054938.15	1	5	2	1	0	1
FAM168A!ENSG00000054965.10	1811	1682	1397	1276	1493	1456
RELT!ENSG00000054967.12	2375	2231	1762	1678	1780	2139
GALC!ENSG00000054983.16	334	253	191	273	313	345
NOP58!ENSG00000055044.10	15797	12463	9309	11179	11909	13015
SZRD1!ENSG00000055070.16	9523	8407	7763	7504	8447	10668
KCNH2!ENSG00000055118.14	3108	2813	2616	1913	2267	2676
CUL1!ENSG00000055130.15	9634	7855	5792	7621	8494	9095
FAM114A2!ENSG00000055147.17	1788	1340	864	1459	1523	1348
CYFIP2!ENSG00000055163.18	31729	28565	24031	29084	34936	33395
TAB2!ENSG00000055208.17	6019	4877	4417	4682	5046	5217
GINM1!ENSG00000055211.12	1081	893	518	898	987	1002
EIF2AK2!ENSG00000055332.16	4675	3828	2732	4363	4963	4144
USP36!ENSG00000055483.19	7991	7526	6725	5578	6259	7321
KMT2C!ENSG00000055609.17	10065	8079	8333	7376	8624	7684
MCOLN3!ENSG00000055732.12	219	195	129	184	207	178
CCDC85A!ENSG00000055813.5	0	0	0	0	0	0
PUM2!ENSG00000055917.15	12389	9665	6524	8451	9590	8616
MRPL43!ENSG00000055950.16	1372	1210	1099	1058	1188	1492
ITIH4!ENSG00000055955.15	7	11	6	5	16	8
ITIH1!ENSG00000055957.10	2	4	0	1	1	0
C4orf27!ENSG00000056050.6	972	731	477	794	862	851
ZFR!ENSG00000056097.15	10445	9062	7600	7818	8415	8785
ZNF280C!ENSG00000056277.15	443	397	272	350	413	329
NPFFR2!ENSG00000056291.17	1	0	0	1	0	0
PHF21B!ENSG00000056487.15	27	8	19	13	30	26
TRAF1!ENSG00000056558.10	3554	3535	2987	2842	3231	3031
RC3H2!ENSG00000056586.15	6393	5011	3435	5221	5995	4921
IL17RB!ENSG00000056736.9	1536	1407	882	1491	1671	1373
TRAF3IP2!ENSG00000056972.18	961	856	793	879	987	1176
GYG2!ENSG00000056998.18	10	3	2	2	0	0
DCBLD2!ENSG00000057019.15	736	596	354	391	503	417
SERPINB3!ENSG00000057149.14	0	0	0	0	0	0
SOAT1!ENSG00000057252.12	3414	2794	1885	3499	3863	3492
PKP2!ENSG00000057294.13	9	8	3	6	5	8
MSH4!ENSG00000057468.6	6	6	2	8	6	7
F7!ENSG00000057593.13	0	0	0	0	0	0
GDI2!ENSG00000057608.16	37672	30101	21940	28127	31543	33428
PRDM1!ENSG00000057657.14	905	787	701	420	463	550
ATG5!ENSG00000057663.12	1480	1064	751	1269	1450	1493
TMCC3!ENSG00000057704.10	64	62	38	88	107	73
PITHD1!ENSG00000057757.9	5745	4470	3018	3944	4227	4898
MTA3!ENSG00000057935.13	9632	7831	6192	6570	7138	7979
USP13!ENSG00000058056.8	6631	5168	3706	4997	5853	5142
ATP11B!ENSG00000058063.15	11113	8575	5518	8604	9673	8039
LAMC2!ENSG00000058085.14	6	11	0	3	16	10
CDK14!ENSG00000058091.16	6439	5085	3730	5756	6403	5941
SEC61A1!ENSG00000058262.9	25156	21407	16121	18873	21272	22455
PPP1R12A!ENSG00000058272.16	7476	6240	4423	5861	6412	6654
RASGRF1!ENSG00000058335.15	265	301	299	167	217	211
CAMK2B!ENSG00000058404.19	10	8	3	9	11	8
CROCC!ENSG00000058453.16	412	420	299	437	534	479
POLR3E!ENSG00000058600.15	6064	5203	3742	4851	5308	6161
ATP2B4!ENSG00000058668.14	1700	1477	1218	1161	1480	1219
ZC3H11A!ENSG00000058673.15	7556	6402	4342	6318	6871	5880
RIOK2!ENSG00000058729.10	2605	1931	1193	1770	1894	1883
YIPF1!ENSG00000058799.13	1460	1239	970	986	1155	1257
NDC1!ENSG00000058804.11	12555	9745	7026	11171	12099	11105
DGKG!ENSG00000058866.14	1611	1347	1170	775	803	993
FLYWCH1!ENSG00000059122.16	2342	2041	1653	1789	1938	2109
UNKL!ENSG00000059145.18	1526	1391	1117	953	953	1177
TBXAS1!ENSG00000059377.15	2	0	0	2	0	2
PARP12!ENSG00000059378.12	1305	1224	898	976	1100	1358
ALDH18A1!ENSG00000059573.8	8440	6753	4698	6899	8057	8606
TARBP1!ENSG00000059588.9	2111	1720	951	1814	2024	1650
GATB!ENSG00000059691.11	2066	1906	1312	1577	1842	2114
MXD1!ENSG00000059728.10	1334	1181	923	902	1007	922
CDK17!ENSG00000059758.7	2436	1992	1475	1827	2073	1716
DNAJC25!ENSG00000059769.19	523	421	273	484	488	468
SLC2A3!ENSG00000059804.15	515	390	308	497	619	542
PSD!ENSG00000059915.16	36	31	28	37	50	44
CTDP1!ENSG00000060069.16	2054	1748	1489	1821	1979	2292
YBX3!ENSG00000060138.12	4171	3779	3309	4325	5005	5795
STYK1!ENSG00000060140.8	14	16	16	8	14	12
WNK1!ENSG00000060237.16	26057	22195	21336	19799	22700	23151
CCAR1!ENSG00000060339.13	10677	9467	7863	8344	9166	10074
OGFR!ENSG00000060491.16	5540	4979	4224	3697	4063	5227
GNA15!ENSG00000060558.3	1	4	0	3	1	1
CREB3L3!ENSG00000060566.13	2	0	0	0	0	0
PIGV!ENSG00000060642.10	660	541	386	525	647	610
PTPRU!ENSG00000060656.19	26	35	22	44	56	47
SNRNP40!ENSG00000060688.12	5568	4698	3231	4214	4616	5065
RIMBP2!ENSG00000060709.13	0	0	2	1	0	2
COL11A1!ENSG00000060718.19	0	0	0	0	0	0
QSER1!ENSG00000060749.14	5699	4472	3714	5125	5709	4956
MPC1!ENSG00000060762.18	1475	1136	769	1164	1239	1292
ACAA1!ENSG00000060971.17	1477	1242	885	1149	1250	1428
BCAT1!ENSG00000060982.14	16997	12792	6854	14213	15941	12554
HDAC7!ENSG00000061273.17	10506	9639	8035	7943	9192	10433
LZTS1!ENSG00000061337.15	254	275	209	162	216	199
PRDM6!ENSG00000061455.10	1	4	2	3	3	3
WNT8A!ENSG00000061492.11	0	0	0	0	1	0
SPAG4!ENSG00000061656.9	39	46	36	64	69	69
NCKAP1!ENSG00000061676.14	496	383	240	617	589	589
MRPS35!ENSG00000061794.12	5063	3991	2444	3962	4494	4492
GUCY1B3!ENSG00000061918.12	0	0	0	0	0	0
SFSWAP!ENSG00000061936.9	6351	6183	5454	4388	4761	5996
TNK2!ENSG00000061938.16	7167	7081	6116	5143	5846	6561
MON2!ENSG00000061987.14	3830	2844	1890	2910	3239	2715
CDH3!ENSG00000062038.13	2	1	0	2	0	1
ARSF!ENSG00000062096.14	0	0	0	0	0	0
GPBP1!ENSG00000062194.15	8223	6398	4724	5902	6468	6378
DGAT2!ENSG00000062282.14	88	81	41	67	103	98
ZNF112!ENSG00000062370.16	0	0	0	0	0	1
CS!ENSG00000062485.18	13855	12209	9755	11367	12555	13960
LTK!ENSG00000062524.15	17	10	8	12	7	16
MRPS24!ENSG00000062582.13	75	64	61	62	79	85
ELMO2!ENSG00000062598.17	4207	3565	2889	3333	3591	4282
WAPL!ENSG00000062650.17	7302	5620	4074	6226	6789	6267
VMP1!ENSG00000062716.10	4595	3946	2707	3290	3719	3871
APPBP2!ENSG00000062725.9	3204	2541	1678	2595	2774	2707
POLD1!ENSG00000062822.12	8338	7376	5921	5934	6593	7750
SEZ6!ENSG00000063015.19	12	5	9	5	12	5
EIF4B!ENSG00000063046.17	18244	15421	11630	15222	17373	17548
SLC6A16!ENSG00000063127.15	164	131	118	145	124	158
GLTSCR1!ENSG00000063169.10	2559	2594	3110	1657	1802	2301
SPHK2!ENSG00000063176.15	2022	1876	1798	1428	1525	1924
RPL18!ENSG00000063177.12	52037	46927	40842	37544	43155	56079
CA11!ENSG00000063180.8	28	14	18	26	24	23
ISOC2!ENSG00000063241.7	3084	2967	2731	2300	2565	3686
U2AF2!ENSG00000063244.12	35050	31383	26823	20628	22829	28503
EPN1!ENSG00000063245.14	15461	14190	14063	9267	10123	13393
MED29!ENSG00000063322.13	4658	4274	3696	2800	3151	3689
AHRR!ENSG00000063438.16	125	85	78	81	89	113
GSC2!ENSG00000063515.2	2	0	0	0	0	0
ZNF275!ENSG00000063587.13	2654	2179	1826	2237	2459	2397
MTMR1!ENSG00000063601.16	6511	5273	3825	4755	5294	5313
GPC1!ENSG00000063660.8	161	137	111	153	181	200
ADCK1!ENSG00000063761.15	540	486	406	466	526	592
HAGH!ENSG00000063854.12	553	465	346	475	538	716
RNF4!ENSG00000063978.15	5595	4928	4043	3507	4042	4430
CASP8!ENSG00000064012.21	2394	1972	1311	1783	1791	1947
LIMCH1!ENSG00000064042.17	0	0	2	3	0	1
ASUN!ENSG00000064102.14	6197	4841	3329	5131	5584	5466
TM7SF3!ENSG00000064115.10	4438	3406	2291	3186	3656	3613
DLX3!ENSG00000064195.7	1	3	0	0	1	2
SPA17!ENSG00000064199.6	123	103	80	93	98	100
TSPAN32!ENSG00000064201.15	6	14	4	20	11	17
WISP2!ENSG00000064205.10	3	4	1	1	4	2
DMRT3!ENSG00000064218.4	8	4	2	4	5	3
ST3GAL6!ENSG00000064225.12	8	6	4	6	3	8
ATP2C2!ENSG00000064270.12	2	6	0	1	4	2
